"","Sex","Age","Household Type","District","House_Clothes","Cooking","Shopping","Admin","Repairs","Childcare","Elderly_care","Other_care","House_Clothes_Help","Cooking_Help","Shopping_Help","Admin_Help","Repairs_Help","Childcare_Help","Elderly_care_Help","Other_care_Help","Overall_chores"
"5370","Male",52,"Couple with children","Distrito de Barajas","Both","Both","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5371","Male",50,"Couple with children","Distrito de Barajas","Both","Woman","Both","Woman","Man",NA,NA,"Both","No help","Unpaid help","No help","No help","No help","No answer","No answer","No help","Woman"
"5372","Female",71,"Couple with children","Distrito de Barajas","Woman","Woman","Woman","Man","Woman",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5373","Male",47,"Couple with children","Distrito de Barajas","Both","Woman","Both","Man","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5374","Female",75,"Couple with children","Distrito de Barajas","Woman","Woman","Woman","Woman","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5375","Male",45,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5376","Male",52,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Man","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5377","Female",74,"Couple with children","Distrito de Barajas","Woman","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5378","Male",59,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5379","Male",37,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both","Both","Both","Both","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5380","Female",24,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","None",NA,NA,"None","Paid help","Paid help","No help","No help","Paid help","No answer","No answer","Unpaid help","Both"
"5381","Male",45,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5382","Male",50,"Couple with children","Distrito de Barajas","Woman","Both","Woman","Both","Man","Both",NA,"None","No help","No help","No help","No help","Unpaid help","No help","No answer","No help","Both"
"5383","Male",78,"Couple with children","Distrito de Barajas","Woman","Woman","Woman","Woman","Woman","Woman","Woman","Woman","No help","No help","No help","No help","No help","No help","No help","No help","Woman"
"5384","Female",60,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5385","Female",52,"Couple with children","Distrito de Barajas","None","None","None","Both","None",NA,NA,"None","Paid help","Paid help","Paid help","No help","Paid help","No answer","No answer","No help","None"
"5386","Male",51,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Man","Both",NA,"Man","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5387","Female",19,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both","Both","Both","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5388","Female",59,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","Paid help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5389","Male",53,"Couple with children","Distrito de Barajas","Woman","Both","Both","Both","None",NA,"Both","Man","Paid help","No help","No help","No help","No help","No answer","No help","Unpaid help","Both"
"5390","Male",23,"Couple with children","Distrito de Barajas","Woman","Man","Both","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5391","Female",73,"Couple with children","Distrito de Barajas","Woman","Woman","Both","Woman","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"5392","Male",66,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5393","Male",26,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5394","Female",54,"Couple with children","Distrito de Barajas","Both","Both","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5395","Male",74,"Couple with children","Distrito de Barajas","Both","Both","Both","Man","None",NA,"None","Both","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5396","Female",41,"Couple with children","Distrito de Barajas","Both","Both","Both","Woman","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5397","Female",51,"Couple with children","Distrito de Barajas","Both","Woman","Woman","Both","Man","Both",NA,"None","Paid help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"5398","Female",50,"Couple with children","Distrito de Barajas","Man","Man","Both","Man","Man","Man","None","Man","No help","No help","No help","No help","No help","No help","No help","No help","Man"
"5399","Female",50,"Couple with children","Distrito de Barajas","Woman","Both","Both","Both","Woman","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","Paid help","Both"
"5400","Male",45,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","None","Both",NA,"None","No help","No help","No help","No help","Paid help","No help","No answer","No help","Both"
"5401","Female",62,"Couple with children","Distrito de Barajas","Woman","Woman","Man","Both","None",NA,"None","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","None"
"5402","Female",48,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5403","Male",52,"Couple with children","Distrito de Barajas","None","None","None","Both","None","Both",NA,"None","Paid help","Paid help","Paid help","No help","Paid help","Paid help","No answer","No help","None"
"5404","Male",53,"Couple with children","Distrito de Barajas","Woman","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5405","Female",43,"Couple with children","Distrito de Barajas","None","None","Both","Both","Man","Both",NA,"None","Paid help","Paid help","No help","No help","Paid help","No help","No answer","No help","Both"
"5406","Male",41,"Couple with children","Distrito de Barajas","Man","Woman","Both","Man","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5407","Male",51,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5408","Male",53,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5409","Female",56,"Couple with children","Distrito de Barajas","Woman","Woman","Both","Man","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5410","Female",55,"Couple with children","Distrito de Barajas","Both","Both","None","None","Both",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5411","Female",46,"Couple with children","Distrito de Barajas","None","None","None","None","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"5412","Female",67,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5413","Male",57,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5414","Male",71,"Couple with children","Distrito de Barajas","Woman","Woman","Man","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5415","Female",56,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5416","Male",59,"Couple with children","Distrito de Barajas","Both","Both","Man","Man","Man",NA,"Both","None","No help","No help","No help","No help","Paid help","No answer","No help","Paid help","Man"
"5417","Female",50,"Couple with children","Distrito de Barajas","Woman","Woman","Woman","Both","None","Both",NA,"None","No help","No help","No help","No help","Unpaid help","No help","No answer","No help","Woman"
"5418","Male",37,"Couple with children","Distrito de Barajas","Both","Woman","Man","Both","None","None",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","None"
"5419","Male",42,"Couple with children","Distrito de Barajas","Woman","Woman","Both","Both","None","Both",NA,"None","No help","No help","No help","No help","Paid help","No help","No answer","No help","Both"
"5420","Male",50,"Couple with children","Distrito de Barajas","Both","Both","Man","Both","Both","Both",NA,"Both","Paid help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5421","Female",47,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
